time_s,target_bar,pi_ff_real_bar,pi_ff_measured_bar,pi_ff_filtered_bar,pi_ff_flow_lmin,pi_rbf_real_bar,pi_rbf_measured_bar,pi_rbf_filtered_bar,pi_rbf_flow_lmin
0.0380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1320,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1390,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2000,100.0000,0.0228,0.0228,0.0000,6.6672,0.0263,0.0263,0.0000,7.6673
0.2010,100.0000,0.0688,0.0688,0.0046,6.6674,0.0795,0.0795,0.0053,7.6673
0.2020,100.0000,0.1383,0.1383,0.0174,6.6673,0.1600,0.1600,0.0201,7.6662
0.2030,100.0000,0.2316,0.2316,0.0416,6.6666,0.2685,0.2685,0.0481,7.6635
0.2040,100.0000,0.3491,0.3491,0.0796,6.6652,0.4055,0.4055,0.0922,7.6591
0.2050,100.0000,0.4913,0.4913,0.1335,6.6630,0.5716,0.5716,0.1548,7.6525
0.2060,100.0000,0.6584,0.6584,0.2051,6.6599,0.7676,0.7676,0.2382,7.6436
0.2070,100.0000,0.8510,0.8510,0.2957,6.6559,0.9941,0.9941,0.3441,7.6321
0.2080,100.0000,1.0696,1.0696,0.4068,6.6508,1.2512,1.2512,0.4741,7.6179
0.2090,100.0000,1.3144,1.3144,0.5394,6.6447,1.5388,1.5388,0.6295,7.6007
0.2100,100.0000,1.5850,1.5850,0.6944,6.6374,1.8574,1.8574,0.8114,7.5807
0.2110,100.0000,1.8816,1.8816,0.8725,6.6290,2.2073,2.2073,1.0206,7.5575
0.2120,100.0000,2.2046,2.2046,1.0743,6.6194,2.5889,2.5889,1.2579,7.5313
0.2130,100.0000,2.5542,2.5542,1.3004,6.6086,3.0027,3.0027,1.5241,7.5019
0.2140,100.0000,2.9306,2.9306,1.5511,6.5966,3.4490,3.4490,1.8198,7.4692
0.2150,100.0000,3.3341,3.3341,1.8270,6.5833,3.9282,3.9282,2.1457,7.4333
0.2160,100.0000,3.7650,3.7650,2.1284,6.5687,4.4407,4.4407,2.5022,7.3941
0.2170,100.0000,4.2235,4.2235,2.4558,6.5528,4.9865,4.9865,2.8899,7.3516
0.2180,100.0000,4.7099,4.7099,2.8093,6.5356,5.5628,5.5628,3.3092,7.3058
0.2190,100.0000,5.2243,5.2243,3.1894,6.5171,6.1639,6.1639,3.7599,7.2568
0.2200,100.0000,5.7669,5.7669,3.5964,6.4972,6.7892,6.7892,4.2407,7.2048
0.2210,100.0000,6.3365,6.3365,4.0305,6.4760,7.4381,7.4381,4.7504,7.1498
0.2220,100.0000,6.9272,6.9272,4.4917,6.4534,8.1099,8.1099,5.2879,7.0922
0.2230,100.0000,7.5384,7.5384,4.9788,6.4295,8.8039,8.8039,5.8523,7.0321
0.2240,100.0000,8.1696,8.1696,5.4907,6.4044,9.5193,9.5193,6.4426,6.9696
0.2250,100.0000,8.8204,8.8204,6.0265,6.3781,10.2553,10.2553,7.0580,6.9049
0.2260,100.0000,9.4902,9.4902,6.5853,6.3506,11.0110,11.0110,7.6974,6.8381
0.2270,100.0000,10.1784,10.1784,7.1663,6.3220,11.7856,11.7856,8.3602,6.7693
0.2280,100.0000,10.8844,10.8844,7.7687,6.2924,12.5780,12.5780,9.0453,6.6987
0.2290,100.0000,11.6075,11.6075,8.3918,6.2617,13.3873,13.3873,9.7518,6.6265
0.2300,100.0000,12.3471,12.3471,9.0350,6.2300,14.2124,14.2124,10.4789,6.5527
0.2310,100.0000,13.1024,13.1024,9.6974,6.1973,15.0521,15.0521,11.2256,6.4776
0.2320,100.0000,13.8726,13.8726,10.3784,6.1637,15.9053,15.9053,11.9909,6.4013
0.2330,100.0000,14.6569,14.6569,11.0772,6.1292,16.7708,16.7708,12.7738,6.3239
0.2340,100.0000,15.4545,15.4545,11.7932,6.0939,17.6474,17.6474,13.5732,6.2456
0.2350,100.0000,16.2645,16.2645,12.5254,6.0577,18.5338,18.5338,14.3880,6.1664
0.2360,100.0000,17.0859,17.0859,13.2733,6.0207,19.4287,19.4287,15.2172,6.0867
0.2370,100.0000,17.9178,17.9178,14.0358,5.9830,20.3308,20.3308,16.0595,6.0065
0.2380,100.0000,18.7592,18.7592,14.8122,5.9446,21.2387,21.2387,16.9137,5.9259
0.2390,100.0000,19.6091,19.6091,15.6016,5.9056,22.1513,22.1513,17.7787,5.8451
0.2400,100.0000,20.4664,20.4664,16.4031,5.8659,23.0672,23.0672,18.6533,5.7643
0.2410,100.0000,21.3301,21.3301,17.2158,5.8257,23.9851,23.9851,19.5360,5.6836
0.2420,100.0000,22.1992,22.1992,18.0386,5.7850,24.9038,24.9038,20.4258,5.6031
0.2430,100.0000,23.0726,23.0726,18.8707,5.7438,25.8222,25.8222,21.3214,5.5229
0.2440,100.0000,23.9493,23.9493,19.7111,5.7022,26.7390,26.7390,22.2216,5.4432
0.2450,100.0000,24.8283,24.8283,20.5588,5.6602,27.6534,27.6534,23.1251,5.3642
0.2460,100.0000,25.7087,25.7087,21.4127,5.6179,28.5643,28.5643,24.0307,5.2858
0.2470,100.0000,26.5894,26.5894,22.2719,5.5753,29.4708,29.4708,24.9375,5.2082
0.2480,100.0000,27.4697,27.4697,23.1354,5.5325,30.3722,30.3722,25.8441,5.1315
0.2490,100.0000,28.3486,28.3486,24.0022,5.4895,31.2679,31.2679,26.7498,5.0558
0.2500,100.0000,29.2255,29.2255,24.8715,5.4465,32.1571,32.1571,27.6534,4.9812
0.2510,100.0000,30.0996,30.0996,25.7423,5.4033,33.0396,33.0396,28.5541,4.9077
0.2520,100.0000,30.9704,30.9704,26.6138,5.3601,33.9149,33.9149,29.4512,4.8353
0.2530,100.0000,31.8373,31.8373,27.4851,5.3169,34.7829,34.7829,30.3440,4.7642
0.2540,100.0000,32.7000,32.7000,28.3555,5.2737,35.6435,35.6435,31.2317,4.6943
0.2550,100.0000,33.5581,33.5581,29.2244,5.2306,36.4966,36.4966,32.1141,4.6257
0.2560,100.0000,34.4114,34.4114,30.0911,5.1876,37.3425,37.3425,32.9906,4.5583
0.2570,100.0000,35.2598,35.2598,30.9552,5.1448,38.1813,38.1813,33.8610,4.4923
0.2580,100.0000,36.1033,36.1033,31.8161,5.1021,39.0134,39.0134,34.7251,4.4275
0.2590,100.0000,36.9420,36.9420,32.6735,5.0595,39.8393,39.8393,35.5827,4.3640
0.2600,100.0000,37.7761,37.7761,33.5272,5.0172,40.6593,40.6593,36.4340,4.3018
0.2610,100.0000,38.6059,38.6059,34.3770,4.9750,41.4741,38.3049,37.2791,4.2408
0.2620,100.0000,39.4319,39.4319,35.2228,4.9331,42.2844,39.1674,37.4842,4.2263
0.2630,100.0000,40.2544,40.2544,36.0646,4.8913,43.0912,40.1349,37.8209,4.2024
0.2640,100.0000,41.0741,37.9245,36.9026,4.8497,43.8951,41.1988,38.2837,4.1695
0.2650,100.0000,41.8917,38.7674,37.1069,4.8398,44.6971,42.3433,38.8667,4.1456
0.2660,100.0000,42.7080,39.7195,37.4390,4.8235,45.4979,43.5458,39.5620,4.1181
0.2670,100.0000,43.5237,40.7751,37.8951,4.8010,46.2984,44.7783,40.3588,4.0866
0.2680,100.0000,44.3397,41.9202,38.4711,4.7725,47.0993,46.0096,41.2427,4.0516
0.2690,100.0000,45.1568,43.1332,39.1609,4.7383,47.9014,47.2075,42.1961,4.0138
0.2700,100.0000,45.9757,44.3863,39.9554,4.6989,48.7052,48.3407,43.1984,3.9741
0.2710,100.0000,46.7973,45.6473,40.8415,4.6549,49.5114,49.3819,44.2268,3.9333
0.2720,100.0000,47.6222,46.8819,41.8027,4.6071,50.3206,50.3095,45.2579,3.8924
0.2730,100.0000,48.4510,48.0564,42.8185,4.5566,51.1332,51.1332,46.2682,3.8523
0.2740,100.0000,49.2844,49.1402,43.8661,4.5045,51.9495,51.9495,47.2412,3.8137
0.2750,100.0000,50.1229,50.1087,44.9209,4.4521,52.7700,52.7700,48.1828,3.7763
